,race,sex,LSAT,UGPA,region_first,ZFYA,sander_index,first_pf
25797,White,2,35.0,2.9,NE,-0.8,0.71369047619,0.0
25801,White,1,34.0,2.8,NE,0.22,0.691666666667,1.0
25802,White,1,37.0,3.0,NE,1.47,0.748214285714,1.0
25803,White,2,37.0,3.0,NE,-0.03,0.748214285714,1.0
25804,White,2,39.0,2.3,MS,0.43,0.706547619048,1.0
25805,White,2,35.0,2.4,NE,-0.07,0.666071428571,1.0
25806,White,1,35.0,3.2,NE,0.7,0.742261904762,1.0
25807,White,2,30.0,3.6,NE,1.38,0.717857142857,1.0
25808,White,2,34.0,3.5,NE,-0.46,0.758333333333,1.0
25809,White,1,32.0,3.4,NE,0.84,0.72380952381,1.0
25810,White,1,31.0,3.4,NE,-0.46,0.71130952381,1.0
25811,White,2,32.0,3.3,NE,-0.12,0.714285714286,1.0
25812,White,1,35.0,3.1,NG,-0.41,0.732738095238,1.0
25813,White,1,33.0,3.3,NE,0.68,0.726785714286,1.0
25814,White,1,31.5,3.4,NE,0.34,0.71755952381,1.0
25815,White,2,33.0,2.0,MS,0.29,0.602976190476,0.0
25816,White,1,38.0,3.1,NE,-0.27,0.770238095238,1.0
25817,White,1,37.0,3.3,NE,-0.34,0.776785714286,1.0
25818,White,2,31.0,3.0,NE,-0.34,0.673214285714,1.0
25820,White,1,38.0,2.4,NE,1.28,0.703571428571,1.0
25821,White,2,40.0,2.7,NE,0.39,0.757142857143,1.0
25822,White,2,29.0,2.6,NE,0.07,0.610119047619,1.0
25823,White,2,34.0,3.0,NE,-0.41,0.710714285714,1.0
25824,White,2,35.0,3.0,NE,0.31,0.723214285714,1.0
25825,White,2,39.0,2.8,MS,0.1,0.754166666667,0.0
25826,White,1,32.7,3.0,NE,0.51,0.694464285714,1.0
25827,White,2,34.0,3.1,NE,1.18,0.720238095238,1.0
25828,White,2,34.0,2.3,NE,-0.05,0.644047619048,1.0
25829,White,1,33.0,3.1,NE,-0.7,0.707738095238,0.0
25830,White,2,32.0,3.4,NE,1.16,0.72380952381,1.0
25831,White,2,34.5,2.9,NE,0.53,0.70744047619,1.0
25832,White,2,39.0,2.6,NE,-0.44,0.735119047619,1.0
25833,White,1,32.0,3.5,MS,0.36,0.733333333333,1.0
25834,White,2,40.0,2.9,NE,0.43,0.77619047619,1.0
25835,White,2,35.0,2.8,NG,0.75,0.704166666667,1.0
25836,White,2,23.5,3.2,NE,-0.19,0.598511904762,1.0
25837,White,1,33.0,3.1,NE,-0.17,0.707738095238,1.0
25838,White,2,35.0,3.3,NE,0.46,0.751785714286,1.0
25839,Asian,1,29.7,2.5,MS,0.41,0.609345238095,1.0
25841,White,1,32.0,3.3,NE,-0.32,0.714285714286,1.0
25842,White,2,37.0,2.8,NE,-0.03,0.729166666667,1.0
25843,White,2,34.0,3.1,NE,1.26,0.720238095238,1.0
25844,White,2,30.0,3.0,NE,-0.12,0.660714285714,1.0
25845,White,2,31.0,3.2,NE,0.36,0.692261904762,1.0
25846,White,2,35.0,3.1,NE,0.65,0.732738095238,1.0
25847,White,2,35.0,2.7,MS,-1.45,0.694642857143,0.0
25848,White,1,28.5,3.4,NE,0.26,0.68005952381,1.0
25849,White,1,37.0,2.8,NE,0.68,0.729166666667,1.0
25850,White,1,31.0,3.5,NE,0.6,0.720833333333,1.0
25851,White,2,30.0,2.7,NE,-0.9,0.632142857143,0.0
25852,White,2,33.0,2.2,NE,0.68,0.622023809524,1.0
25853,White,2,42.0,2.4,NE,-0.29,0.753571428571,1.0
25854,White,2,23.0,2.8,NE,-1.65,0.554166666667,1.0
25855,White,2,36.0,3.1,NE,0.68,0.745238095238,1.0
25856,White,2,32.5,3.3,NE,-0.99,0.720535714286,1.0
25857,White,2,44.0,2.2,MS,-0.29,0.759523809524,0.0
25858,White,1,33.5,3.1,NE,0.05,0.713988095238,1.0
25860,White,1,35.0,3.0,NE,0.46,0.723214285714,1.0
25861,White,2,38.0,3.0,NE,0.7,0.760714285714,1.0
25862,White,1,34.0,3.0,NE,-0.92,0.710714285714,1.0
25863,White,2,33.0,2.4,NE,0.29,0.641071428571,1.0
25864,White,2,35.0,3.2,NE,0.94,0.742261904762,0.0
25865,White,1,38.0,2.8,MS,0.82,0.741666666667,1.0
25866,White,1,31.0,3.2,NE,-0.78,0.692261904762,1.0
25867,White,2,33.0,3.8,NE,0.78,0.774404761905,1.0
25868,White,2,31.0,3.5,NE,1.35,0.720833333333,1.0
25869,White,1,32.5,2.5,NE,0.24,0.644345238095,1.0
25870,White,2,42.0,2.0,MS,1.06,0.715476190476,1.0
25872,White,2,37.0,3.0,NE,-0.27,0.748214285714,1.0
25875,White,2,39.0,3.2,NE,1.69,0.792261904762,1.0
25876,White,2,36.0,2.9,NE,0.34,0.72619047619,1.0
25879,White,2,28.0,3.3,NE,1.43,0.664285714286,1.0
25881,White,1,22.0,2.6,NE,-1.14,0.522619047619,0.0
25882,White,1,36.0,3.2,NE,1.69,0.754761904762,1.0
25884,White,2,32.0,2.3,NE,0.48,0.619047619048,1.0
25886,White,2,33.0,2.9,NE,-0.39,0.68869047619,1.0
25887,White,2,32.0,3.2,NE,1.01,0.704761904762,1.0
25890,White,2,43.0,2.1,MS,-0.1,0.7375,1.0
25891,White,2,44.0,3.2,SE,0.75,0.854761904762,1.0
25894,White,2,40.0,3.2,SE,0.89,0.804761904762,1.0
25895,White,2,33.5,3.6,SE,-0.73,0.761607142857,1.0
25896,White,1,39.0,3.4,MS,-0.05,0.81130952381,0.0
25897,White,2,39.0,3.5,SE,-0.35,0.820833333333,1.0
25898,White,1,39.0,3.5,SE,0.64,0.820833333333,1.0
25899,Black,2,41.0,3.0,SE,0.37,0.798214285714,1.0
25900,White,2,41.0,3.3,SE,0.26,0.826785714286,1.0
25901,White,1,40.0,3.5,SE,0.53,0.833333333333,1.0
25902,White,2,38.0,3.6,NE,-0.05,0.817857142857,1.0
25903,Asian,1,34.0,3.9,SE,-0.18,0.796428571429,1.0
25904,White,2,39.0,3.9,SE,0.26,0.858928571429,1.0
25905,White,2,44.0,3.2,SE,-0.24,0.854761904762,1.0
25907,White,2,40.0,2.7,SE,0.92,0.757142857143,1.0
25908,White,2,42.0,3.4,SE,1.0,0.84880952381,1.0
25910,White,1,43.0,4.0,SE,1.85,0.918452380952,1.0
25911,White,2,39.0,3.4,NE,0.01,0.81130952381,1.0
25912,White,1,45.0,3.9,SE,1.85,0.933928571429,1.0
25913,White,1,40.0,3.2,MW,1.05,0.804761904762,1.0
25915,White,2,41.0,3.6,SC,0.45,0.855357142857,1.0
25916,White,2,39.0,3.6,NE,0.01,0.830357142857,1.0
25917,White,1,45.0,3.1,SE,-0.29,0.857738095238,1.0
25918,White,1,41.0,3.4,SE,0.2,0.83630952381,1.0
25919,White,1,45.0,3.4,SE,-0.62,0.88630952381,1.0
25920,White,2,42.0,3.3,SE,0.89,0.839285714286,1.0
25921,White,2,42.0,3.0,SE,-0.32,0.810714285714,1.0
25923,Asian,1,38.0,3.3,SE,0.78,0.789285714286,1.0
25924,Hispanic,1,32.0,3.5,SE,-0.13,0.733333333333,1.0
25925,White,1,43.0,3.3,SE,0.12,0.851785714286,1.0
25926,White,1,45.0,3.1,SE,-0.73,0.857738095238,1.0
25927,White,2,46.0,2.9,SE,-1.36,0.85119047619,1.0
25928,White,2,41.0,3.8,SE,1.19,0.874404761905,1.0
25929,White,1,40.0,3.3,NG,-1.28,0.814285714286,1.0
25930,White,2,38.5,3.5,SE,0.45,0.814583333333,1.0
25931,White,2,39.0,3.2,SE,-0.13,0.792261904762,1.0
25932,White,2,36.5,3.6,SE,0.01,0.799107142857,1.0
25933,White,2,36.5,3.3,SE,-2.13,0.770535714286,1.0
25934,White,1,39.0,3.7,SE,0.5,0.839880952381,1.0
25935,White,2,40.0,3.6,MS,0.7,0.842857142857,1.0
25936,White,2,40.0,3.4,SE,-0.07,0.82380952381,1.0
25937,White,1,39.0,3.5,SE,-0.62,0.820833333333,1.0
25938,White,2,40.0,3.4,SE,-1.53,0.82380952381,1.0
25939,White,2,40.0,3.4,NE,1.88,0.82380952381,1.0
25940,White,2,41.0,3.3,NE,-0.76,0.826785714286,1.0
25941,White,2,38.0,2.8,GL,0.77,0.741666666667,1.0
25942,White,2,31.0,3.8,GL,-0.03,0.749404761905,1.0
25943,White,2,36.0,3.1,GL,0.05,0.745238095238,0.0
25944,White,1,36.0,3.4,GL,0.37,0.77380952381,1.0
25945,White,2,39.0,3.2,GL,-1.48,0.792261904762,1.0
25949,White,2,35.0,2.4,GL,1.0,0.666071428571,1.0
25951,Black,1,27.5,2.9,MS,-0.96,0.61994047619,1.0
25952,White,2,32.0,3.4,GL,0.31,0.72380952381,1.0
25954,White,1,43.0,2.8,GL,1.08,0.804166666667,1.0
25955,White,2,39.0,3.2,GL,-0.14,0.792261904762,1.0
25956,White,1,31.0,2.7,GL,-0.11,0.644642857143,1.0
25957,White,2,37.0,3.1,GL,-1.17,0.757738095238,0.0
25958,White,1,41.0,3.7,GL,1.21,0.864880952381,1.0
25959,White,2,33.0,3.7,GL,-0.14,0.764880952381,1.0
25960,White,1,34.0,3.7,GL,-0.66,0.777380952381,1.0
25961,White,1,39.0,3.2,GL,0.29,0.792261904762,1.0
25962,White,2,40.0,3.0,MS,0.14,0.785714285714,1.0
25963,White,2,36.0,3.4,GL,-0.56,0.77380952381,1.0
25965,White,1,42.0,3.8,GL,0.92,0.886904761905,1.0
25966,White,2,38.0,3.1,GL,-0.07,0.770238095238,1.0
25967,White,2,38.0,3.1,GL,1.25,0.770238095238,1.0
25968,White,2,34.0,3.5,GL,-0.54,0.758333333333,0.0
25969,White,1,29.5,3.0,GL,-0.81,0.654464285714,1.0
25971,White,1,35.0,3.3,GL,-1.78,0.751785714286,1.0
25972,White,2,37.0,3.2,GL,-0.75,0.767261904762,1.0
25973,White,2,38.0,3.3,GL,0.22,0.789285714286,1.0
25975,White,1,37.0,3.9,GL,1.69,0.833928571429,1.0
25976,White,1,32.0,3.7,GL,0.43,0.752380952381,0.0
25977,White,2,38.0,3.6,GL,0.9,0.817857142857,1.0
25978,White,2,42.0,2.5,GL,-0.62,0.763095238095,1.0
25979,White,1,32.0,3.5,GL,0.37,0.733333333333,1.0
25980,White,1,34.0,3.5,GL,-0.51,0.758333333333,1.0
25981,White,1,34.0,3.3,NE,-0.75,0.739285714286,1.0
25982,White,1,39.0,3.3,SE,-1.29,0.801785714286,0.0
25984,White,1,38.0,3.3,GL,1.97,0.789285714286,1.0
25985,White,2,32.0,3.5,GL,-0.41,0.733333333333,1.0
25986,White,2,32.0,3.7,GL,-0.39,0.752380952381,1.0
25987,White,1,38.0,3.6,GL,0.79,0.817857142857,1.0
25988,White,2,37.0,3.4,GL,-0.28,0.78630952381,1.0
25989,White,2,43.0,2.9,GL,0.94,0.81369047619,1.0
25990,Other,1,23.0,3.7,GL,0.45,0.639880952381,1.0
25991,White,2,33.0,3.0,GL,-0.45,0.698214285714,1.0
25992,White,2,43.0,2.9,GL,-1.59,0.81369047619,1.0
25993,White,2,43.0,3.3,NE,2.09,0.851785714286,1.0
25994,White,2,37.0,3.1,NG,-0.48,0.757738095238,1.0
25995,White,1,36.0,3.1,NE,-0.61,0.745238095238,0.0
25996,White,2,38.0,3.3,NE,-0.9,0.789285714286,1.0
25997,White,2,33.0,2.7,NE,-1.23,0.669642857143,0.0
25998,White,2,24.5,3.6,NE,-0.84,0.649107142857,1.0
25999,White,1,33.0,3.9,NE,-0.3,0.783928571429,1.0
26000,White,1,37.0,2.6,NE,-0.57,0.710119047619,1.0
26001,White,2,42.0,3.2,NE,-1.48,0.829761904762,1.0
26002,White,1,35.0,3.0,NE,-0.63,0.723214285714,1.0
26003,White,2,42.0,3.1,NE,0.52,0.820238095238,1.0
26004,White,2,39.0,3.2,NE,0.25,0.792261904762,1.0
26007,White,2,38.0,3.2,NE,-0.59,0.779761904762,1.0
26008,White,2,35.0,3.1,NE,0.39,0.732738095238,1.0
26009,White,2,34.0,3.1,NE,0.87,0.720238095238,1.0
26010,White,2,37.0,3.1,NE,-1.35,0.757738095238,1.0
26011,White,2,40.0,3.1,NE,0.5,0.795238095238,1.0
26012,White,1,43.0,3.1,NE,-0.05,0.832738095238,1.0
26013,White,2,34.0,3.7,NG,0.37,0.777380952381,1.0
26014,Black,2,30.0,2.9,NE,-0.54,0.65119047619,1.0
26015,White,2,38.0,3.1,NE,0.66,0.770238095238,1.0
26016,White,1,43.0,3.6,NE,2.05,0.880357142857,1.0
26017,White,1,40.0,3.4,NE,1.55,0.82380952381,1.0
26018,White,2,38.0,3.0,NG,0.31,0.760714285714,1.0
26019,White,1,40.0,3.0,NE,-0.32,0.785714285714,1.0
26020,White,2,35.0,3.2,NE,-1.77,0.742261904762,0.0
26021,White,2,33.0,3.2,NE,-0.71,0.717261904762,1.0
26023,White,2,34.0,3.6,NE,-0.46,0.767857142857,1.0
26024,White,1,34.0,3.4,NG,-0.05,0.74880952381,1.0
26025,Asian,1,36.5,3.0,NE,-1.33,0.741964285714,1.0
26026,White,2,35.0,3.2,NG,0.22,0.742261904762,1.0
26027,White,2,38.0,3.2,NE,-0.44,0.779761904762,1.0
26030,White,1,37.0,3.2,NE,-0.4,0.767261904762,1.0
26031,White,2,41.0,2.9,NG,0.5,0.78869047619,1.0
26032,White,2,36.0,3.4,NE,1.66,0.77380952381,1.0
26033,White,2,33.0,3.1,NE,-1.42,0.707738095238,0.0
26034,White,1,45.0,3.7,NE,1.28,0.914880952381,1.0
26037,White,2,35.0,3.6,NE,0.31,0.780357142857,1.0
26038,White,1,27.0,3.5,NE,0.27,0.670833333333,1.0
26039,White,2,39.0,3.1,NE,-0.96,0.782738095238,1.0
26040,Asian,2,30.0,3.9,NE,0.5,0.746428571429,1.0
26041,White,2,36.0,3.4,NE,1.16,0.77380952381,1.0
26042,Other,1,29.5,3.2,NE,-0.96,0.673511904762,1.0
26043,White,2,33.0,3.2,NE,-1.25,0.717261904762,1.0
26044,White,1,40.0,3.0,NE,0.49,0.785714285714,1.0
26045,Asian,2,34.0,2.9,NE,-1.77,0.70119047619,1.0
26046,White,2,36.0,3.3,NE,-0.27,0.764285714286,1.0
26048,White,2,43.0,2.8,NE,1.03,0.804166666667,1.0
26049,White,2,38.0,3.7,NE,0.29,0.827380952381,1.0
26051,White,2,35.0,3.2,NE,1.26,0.742261904762,1.0
26052,White,2,40.0,3.4,NE,0.35,0.82380952381,1.0
26053,White,2,39.0,3.1,NE,1.39,0.782738095238,1.0
26054,White,1,35.0,3.2,NE,0.54,0.742261904762,1.0
26055,White,2,37.0,3.2,NE,0.06,0.767261904762,1.0
26056,White,2,35.0,3.4,NG,0.72,0.76130952381,1.0
26057,White,1,37.0,3.4,NE,1.01,0.78630952381,1.0
26058,White,1,42.0,3.9,NE,0.93,0.896428571429,1.0
26059,White,1,34.0,2.9,NE,-0.42,0.70119047619,1.0
26060,White,1,38.0,3.6,NG,-1.11,0.817857142857,1.0
26061,White,2,34.0,2.9,NG,0.14,0.70119047619,1.0
26062,White,2,36.5,3.2,NE,1.12,0.761011904762,1.0
26063,White,2,43.0,3.1,NE,0.68,0.832738095238,1.0
26065,White,2,37.0,2.9,GL,-0.92,0.73869047619,1.0
26066,White,1,24.0,3.1,GL,-1.86,0.595238095238,0.0
26067,White,2,37.0,2.9,GL,-0.81,0.73869047619,1.0
26068,White,2,43.0,2.6,GL,0.31,0.785119047619,1.0
26069,White,2,29.0,2.9,GL,-0.29,0.63869047619,1.0
26070,White,1,30.0,3.2,GL,0.86,0.679761904762,1.0
26071,White,2,33.0,3.1,GL,-0.52,0.707738095238,1.0
26072,White,2,36.0,2.8,GL,-0.73,0.716666666667,1.0
26074,White,1,40.0,2.4,GL,1.07,0.728571428571,1.0
26075,Asian,2,33.0,3.0,GL,-0.5,0.698214285714,1.0
26076,White,2,33.0,2.8,GL,0.08,0.679166666667,1.0
26077,White,2,33.0,3.7,GL,0.5,0.764880952381,1.0
26078,White,1,30.0,3.5,GL,-0.81,0.708333333333,1.0
26079,White,2,33.0,3.5,GL,0.65,0.745833333333,1.0
26080,White,2,43.0,3.0,GL,2.59,0.823214285714,1.0
26081,White,1,39.0,2.6,GL,-0.55,0.735119047619,1.0
26082,White,1,31.0,3.2,GL,-0.03,0.692261904762,1.0
26083,White,1,35.0,3.4,GL,0.05,0.76130952381,1.0
26084,Puertorican,1,22.0,2.5,GL,-1.6,0.513095238095,0.0
26085,White,1,41.0,3.1,GL,1.02,0.807738095238,1.0
26086,White,1,35.5,3.5,GL,0.91,0.777083333333,1.0
26087,White,1,30.0,3.4,GL,0.5,0.69880952381,1.0
26088,White,1,33.0,3.7,GL,2.06,0.764880952381,1.0
26089,White,2,41.0,3.2,GL,1.1,0.817261904762,1.0
26090,Hispanic,2,27.5,2.4,GL,0.39,0.572321428571,1.0
26091,White,2,35.0,2.8,GL,-0.65,0.704166666667,1.0
26092,White,1,34.0,3.1,GL,0.65,0.720238095238,1.0
26093,White,1,32.0,3.5,GL,-0.13,0.733333333333,1.0
26094,White,2,31.0,4.0,GL,-1.44,0.768452380952,1.0
26095,White,2,33.0,2.7,GL,-0.03,0.669642857143,1.0
26097,White,2,33.5,2.8,GL,0.39,0.685416666667,1.0
26100,White,2,44.0,3.0,GL,0.31,0.835714285714,1.0
26101,White,2,35.0,2.8,GL,-1.7,0.704166666667,0.0
26102,White,1,37.0,3.0,GL,-0.81,0.748214285714,1.0
26103,Other,2,34.0,3.4,GL,0.31,0.74880952381,1.0
26104,White,2,41.0,2.8,GL,0.84,0.779166666667,1.0
26105,Black,1,25.0,3.6,SE,-1.94,0.655357142857,0.0
26106,White,2,33.0,2.9,GL,-0.47,0.68869047619,1.0
26107,White,2,42.0,3.0,GL,1.02,0.810714285714,1.0
26108,Asian,2,31.0,2.6,GL,-0.03,0.635119047619,1.0
26110,White,2,36.0,2.5,GL,-0.11,0.688095238095,1.0
26111,Black,1,28.0,2.5,GL,-2.43,0.588095238095,1.0
26112,White,1,34.0,4.0,GL,0.05,0.805952380952,1.0
26113,Black,1,22.5,3.4,GL,-2.33,0.60505952381,0.0
26114,White,2,29.0,3.5,GL,-1.36,0.695833333333,0.0
26116,White,1,31.0,3.6,SE,0.91,0.730357142857,1.0
26117,White,1,36.0,2.8,GL,0.31,0.716666666667,1.0
26118,White,1,37.0,3.8,GL,0.84,0.824404761905,1.0
26119,White,2,39.0,3.2,GL,1.62,0.792261904762,1.0
26120,Black,2,29.0,2.5,GL,-0.29,0.600595238095,1.0
26121,White,1,33.0,3.7,GL,-0.47,0.764880952381,1.0
26122,Asian,1,19.0,3.0,GL,-0.92,0.523214285714,1.0
26123,White,1,33.5,3.0,GL,-0.13,0.704464285714,1.0
26124,White,2,28.0,3.4,GL,-0.63,0.67380952381,1.0
26125,White,1,39.0,3.5,GL,0.36,0.820833333333,1.0
26126,White,2,31.0,3.7,GL,-0.73,0.739880952381,1.0
26127,White,1,45.0,3.6,GL,2.33,0.905357142857,1.0
26128,White,2,35.0,3.6,GL,-0.73,0.780357142857,1.0
26129,White,1,35.0,3.1,NE,-0.65,0.732738095238,1.0
26130,White,2,40.0,3.1,GL,0.91,0.795238095238,1.0
26131,White,2,42.0,2.9,GL,-0.89,0.80119047619,1.0
26132,White,1,29.5,3.5,GL,-0.21,0.702083333333,1.0
26133,White,1,37.0,3.3,GL,-0.47,0.776785714286,1.0
26134,Black,2,32.0,2.7,GL,-0.42,0.657142857143,1.0
26135,White,1,38.0,3.0,GL,0.47,0.760714285714,1.0
26136,White,2,39.5,2.2,GL,0.65,0.703273809524,1.0
26137,White,1,36.0,2.7,GL,2.01,0.707142857143,1.0
26138,White,2,42.0,2.6,GL,-0.29,0.772619047619,0.0
26139,White,2,26.0,3.5,GL,0.23,0.658333333333,1.0
26140,White,2,36.0,3.0,GL,-0.99,0.735714285714,1.0
26141,White,2,36.0,3.3,GL,-0.39,0.764285714286,1.0
26142,White,1,39.0,3.5,GL,0.31,0.820833333333,1.0
26143,White,2,36.0,3.5,GL,-0.39,0.783333333333,1.0
26144,White,1,37.0,3.5,GL,0.26,0.795833333333,1.0
26145,White,2,38.0,3.1,GL,-0.84,0.770238095238,1.0
26147,White,1,42.0,4.1,Mt,1.26,0.915476190476,1.0
26148,White,2,36.7,2.7,MS,-1.14,0.715892857143,1.0
26149,Mexican,2,39.0,3.4,Mt,-1.82,0.81130952381,0.0
26151,White,1,37.0,3.8,Mt,1.31,0.824404761905,1.0
26152,White,2,24.0,2.1,Mt,-0.38,0.5,0.0
26153,White,2,39.0,3.5,FW,0.58,0.820833333333,1.0
26154,White,1,36.0,2.4,Mt,0.1,0.678571428571,1.0
26155,Asian,2,32.0,2.4,Mt,0.05,0.628571428571,1.0
26156,White,1,34.0,3.9,Mt,2.32,0.796428571429,1.0
26157,White,1,37.0,3.2,Mt,-0.35,0.767261904762,1.0
26158,Hispanic,2,34.0,3.4,Mt,0.63,0.74880952381,1.0
26159,Mexican,1,31.5,3.6,Mt,0.83,0.736607142857,1.0
26160,White,1,31.0,3.3,Mt,-0.11,0.701785714286,1.0
26162,White,2,41.0,2.7,Mt,0.03,0.769642857143,1.0
26163,Hispanic,2,35.0,2.5,Mt,0.43,0.675595238095,1.0
26164,White,1,39.0,3.1,Mt,0.81,0.782738095238,1.0
26165,White,1,40.0,3.0,Mt,1.11,0.785714285714,1.0
26166,Mexican,1,24.0,3.8,Mt,-0.23,0.661904761905,0.0
26167,Mexican,2,35.0,2.8,Mt,-0.52,0.704166666667,0.0
26168,Black,1,29.5,2.3,Mt,-1.24,0.587797619048,0.0
26170,White,2,36.0,3.2,Mt,-0.13,0.754761904762,1.0
26171,White,2,36.0,3.5,Mt,-1.21,0.783333333333,1.0
26172,Mexican,2,26.5,3.3,Mt,-1.27,0.645535714286,0.0
26173,White,2,34.0,3.1,Mt,-1.16,0.720238095238,0.0
26174,Mexican,1,27.0,3.3,Mt,-0.51,0.651785714286,1.0
26176,White,2,42.0,3.4,Mt,1.39,0.84880952381,1.0
26177,White,1,38.0,3.1,Mt,0.01,0.770238095238,1.0
26178,White,1,26.3,3.2,Mt,0.76,0.633511904762,0.0
26179,Amerindian,1,35.0,3.3,Mt,0.73,0.751785714286,1.0
26180,Mexican,1,35.0,3.1,Mt,0.14,0.732738095238,1.0
26181,Hispanic,2,27.0,3.1,Mt,0.05,0.632738095238,1.0
26183,Mexican,1,28.0,3.5,Mt,0.48,0.683333333333,0.0
26184,Mexican,1,24.0,3.0,Mt,-0.81,0.585714285714,1.0
26186,White,1,38.0,2.9,Mt,-0.91,0.75119047619,0.0
26187,White,1,37.0,3.2,Mt,0.35,0.767261904762,1.0
26189,Other,2,37.0,2.5,Mt,0.13,0.700595238095,1.0
26190,Amerindian,2,28.0,2.5,Mt,-1.34,0.588095238095,0.0
26191,White,1,40.0,3.7,Mt,2.33,0.852380952381,1.0
26192,Other,1,32.0,3.7,Mt,-0.08,0.752380952381,1.0
26194,Hispanic,1,24.0,3.4,Mt,0.55,0.62380952381,0.0
26195,Hispanic,2,29.0,2.7,Mt,0.51,0.619642857143,1.0
26196,Mexican,2,34.0,2.9,Mt,-1.65,0.70119047619,0.0
26197,White,1,35.0,3.4,NE,-0.33,0.76130952381,1.0
26198,White,1,37.0,3.9,Mt,1.84,0.833928571429,1.0
26200,Black,1,28.0,2.9,Mt,-1.34,0.62619047619,1.0
26201,White,2,34.0,3.4,Mt,0.05,0.74880952381,1.0
26202,White,1,39.0,3.6,Mt,2.38,0.830357142857,1.0
26203,White,2,35.5,3.6,Mt,0.89,0.786607142857,1.0
26204,Other,2,29.5,2.4,Mt,-1.11,0.597321428571,0.0
26205,Mexican,2,31.0,2.8,Mt,-0.56,0.654166666667,1.0
26206,White,2,38.0,3.5,Mt,1.26,0.808333333333,1.0
26207,White,2,40.0,3.5,Mt,1.22,0.833333333333,1.0
26208,White,1,41.0,2.0,Mt,0.2,0.702976190476,1.0
26209,White,1,33.0,3.6,Mt,0.02,0.755357142857,1.0
26210,Amerindian,2,25.0,2.0,Mt,-0.77,0.502976190476,0.0
26211,Mexican,1,36.0,2.9,Mt,-0.91,0.72619047619,1.0
26213,White,1,29.0,3.9,Mt,-0.44,0.733928571429,0.0
26214,Mexican,2,25.0,3.7,Mt,-0.81,0.664880952381,0.0
26215,White,2,39.0,2.8,Mt,0.18,0.754166666667,1.0
26216,White,1,40.0,3.7,Mt,0.68,0.852380952381,1.0
26218,White,1,42.0,2.9,Mt,0.48,0.80119047619,1.0
26219,White,1,42.0,3.1,Mt,-0.35,0.820238095238,1.0
26220,Mexican,2,23.0,2.5,FW,-1.12,0.525595238095,0.0
26221,White,2,35.0,3.7,Mt,1.1,0.789880952381,1.0
26222,White,2,42.0,3.1,Mt,-1.49,0.820238095238,1.0
26223,White,1,38.0,3.3,Mt,-0.66,0.789285714286,1.0
26224,White,2,38.0,2.7,Mt,-0.56,0.732142857143,0.0
26225,Hispanic,1,32.0,2.6,Mt,-0.43,0.647619047619,1.0
26226,White,1,34.0,3.6,Mt,0.88,0.767857142857,1.0
26227,Amerindian,2,30.0,2.1,Mt,-1.92,0.575,1.0
26228,White,1,27.0,2.9,Mt,-1.18,0.61369047619,0.0
26229,White,1,39.0,3.3,Mt,0.63,0.801785714286,1.0
26230,White,1,41.0,3.6,Mt,1.16,0.855357142857,1.0
26231,Other,2,31.0,2.6,Mt,-1.07,0.635119047619,1.0
26233,White,1,33.0,3.4,FW,-0.23,0.73630952381,1.0
26235,White,1,36.0,3.3,Mt,-0.07,0.764285714286,0.0
26236,Mexican,2,26.0,2.7,Mt,-1.54,0.582142857143,0.0
26237,White,1,33.0,3.2,Mt,1.01,0.717261904762,1.0
26238,White,2,45.0,2.6,Mt,1.04,0.810119047619,1.0
26240,White,1,35.0,3.4,Mt,-0.79,0.76130952381,1.0
26241,White,1,38.0,3.4,FW,1.19,0.79880952381,1.0
26242,White,1,37.0,3.3,Mt,0.84,0.776785714286,1.0
26243,White,2,38.0,2.8,Mt,0.68,0.741666666667,1.0
26244,Amerindian,1,24.0,2.6,Mt,-1.53,0.547619047619,0.0
26245,White,1,40.0,3.7,FW,1.77,0.852380952381,1.0
26246,Mexican,2,32.0,3.1,Mt,0.36,0.695238095238,1.0
26247,Mexican,1,25.0,2.5,Mt,0.53,0.550595238095,1.0
26248,White,2,35.0,2.2,NE,-0.1,0.647023809524,1.0
26249,White,2,30.0,2.2,MS,1.23,0.584523809524,1.0
26250,White,2,34.0,2.9,FW,-0.61,0.70119047619,0.0
26251,Asian,2,41.0,2.7,MS,-1.57,0.769642857143,0.0
26252,White,2,22.7,3.6,NE,-1.28,0.626607142857,0.0
26253,Black,2,32.0,2.8,NE,-0.29,0.666666666667,1.0
26254,White,1,36.0,3.1,NE,0.92,0.745238095238,1.0
26255,Asian,1,34.0,3.2,SE,-1.26,0.729761904762,1.0
26256,White,1,38.0,3.0,NE,0.19,0.760714285714,1.0
26257,White,1,34.0,2.8,MS,0.6,0.691666666667,1.0
26259,White,1,42.0,1.9,NE,-0.22,0.705952380952,1.0
26260,White,1,33.0,2.9,NE,-0.39,0.68869047619,1.0
26261,White,2,32.0,3.0,MS,0.94,0.685714285714,1.0
26262,White,1,32.5,3.2,MS,-0.29,0.711011904762,0.0
26263,Other,2,33.0,2.8,NE,-0.97,0.679166666667,1.0
26264,White,1,33.0,3.5,NE,0.58,0.745833333333,1.0
26265,White,2,39.0,3.1,NE,0.99,0.782738095238,1.0
26266,White,2,39.0,2.5,NE,2.22,0.725595238095,1.0
26267,White,2,34.0,3.0,NE,-0.53,0.710714285714,1.0
26269,White,1,34.5,3.2,NE,0.1,0.736011904762,1.0
26270,White,2,34.0,2.4,MS,0.65,0.653571428571,1.0
